산업,연령,성별,시도,규모,발생형태,P_FL_given_accident
기타의사업,60세이상,남,충북,100~299인,불균형및무리한동작,4.590660026736004e-06
기타의사업,60세이상,남,충북,100~299인,사업장외교통사고,1.8362640106944016e-06
기타의사업,60세이상,남,충북,100~299인,업무상질병,8.263188048124807e-06
기타의사업,60세이상,남,충북,100~299인,절단베임찔림,9.181320053472009e-06
기타의사업,60세이상,남,충북,100~299인,폭력행위,2.7543960160416022e-06
기타의사업,60세이상,남,충북,10~19인,깔림.뒤집힘,7.3450560427776065e-06
기타의사업,60세이상,남,충북,10~19인,끼임,1.193571606951361e-05
기타의사업,60세이상,남,충북,10~19인,넘어짐,7.345056042777607e-05
기타의사업,60세이상,남,충북,10~19인,동물상해,9.181320053472008e-07
기타의사업,60세이상,남,충북,10~19인,떨어짐,5.7842316336873654e-05
기타의사업,60세이상,남,충북,10~19인,물체에맞음,1.2853848074860811e-05
기타의사업,60세이상,남,충북,10~19인,부딪힘,2.295330013368002e-05
기타의사업,60세이상,남,충북,10~19인,불균형및무리한동작,9.181320053472009e-06
기타의사업,60세이상,남,충북,10~19인,사업장외교통사고,1.0099452058819209e-05
기타의사업,60세이상,남,충북,10~19인,업무상질병,3.488901620319363e-05
기타의사업,60세이상,남,충북,10~19인,이상온도물체접촉,9.181320053472008e-07
기타의사업,60세이상,남,충북,10~19인,절단베임찔림,3.121648818180483e-05
기타의사업,60세이상,남,충북,10~19인,체육행사,9.181320053472008e-07
기타의사업,60세이상,남,충북,10~19인,폭력행위,2.7543960160416022e-06
기타의사업,60세이상,남,충북,10~19인,화재,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,감전,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,깔림.뒤집힘,4.590660026736004e-06
기타의사업,60세이상,남,충북,20~49인,끼임,2.478956414437442e-05
기타의사업,60세이상,남,충북,20~49인,넘어짐,6.885990040104006e-05
기타의사업,60세이상,남,충북,20~49인,동물상해,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,떨어짐,3.580714820854083e-05
기타의사업,60세이상,남,충북,20~49인,무너짐,1.8362640106944016e-06
기타의사업,60세이상,남,충북,20~49인,물체에맞음,1.3771980080208011e-05
기타의사업,60세이상,남,충북,20~49인,부딪힘,2.295330013368002e-05
기타의사업,60세이상,남,충북,20~49인,불균형및무리한동작,1.6526376096249613e-05
기타의사업,60세이상,남,충북,20~49인,사업장외교통사고,6.4269240374304055e-06
기타의사업,60세이상,남,충북,20~49인,업무상질병,3.0298356176457628e-05
기타의사업,60세이상,남,충북,20~49인,이상온도물체접촉,1.8362640106944016e-06
기타의사업,60세이상,남,충북,20~49인,절단베임찔림,1.6526376096249613e-05
기타의사업,60세이상,남,충북,20~49인,체육행사,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,폭력행위,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,화재,9.181320053472008e-07
기타의사업,60세이상,남,충북,20~49인,화학물질누출접촉,9.181320053472008e-07
기타의사업,60세이상,남,충북,300~499인,끼임,9.181320053472008e-07
기타의사업,60세이상,남,충북,300~499인,넘어짐,9.181320053472009e-06
기타의사업,60세이상,남,충북,300~499인,떨어짐,1.8362640106944016e-06
기타의사업,60세이상,남,충북,300~499인,부딪힘,9.181320053472008e-07
기타의사업,60세이상,남,충북,300~499인,사업장외교통사고,9.181320053472008e-07
기타의사업,60세이상,남,충북,300~499인,업무상질병,8.263188048124807e-06
기타의사업,60세이상,남,충북,300~499인,절단베임찔림,1.8362640106944016e-06
기타의사업,60세이상,남,충북,500~999인,깔림.뒤집힘,2.7543960160416022e-06
기타의사업,60세이상,남,충북,500~999인,끼임,3.6725280213888033e-06
기타의사업,60세이상,남,충북,500~999인,넘어짐,1.4690112085555213e-05
기타의사업,60세이상,남,충북,500~999인,동물상해,2.7543960160416022e-06
기타의사업,60세이상,남,충북,500~999인,떨어짐,6.4269240374304055e-06
기타의사업,60세이상,남,충북,500~999인,물체에맞음,5.5087920320832045e-06
기타의사업,60세이상,남,충북,500~999인,부딪힘,5.5087920320832045e-06
기타의사업,60세이상,남,충북,500~999인,불균형및무리한동작,1.8362640106944016e-06
기타의사업,60세이상,남,충북,500~999인,사업장외교통사고,9.181320053472008e-07
기타의사업,60세이상,남,충북,500~999인,업무상질병,4.590660026736004e-06
기타의사업,60세이상,남,충북,500~999인,절단베임찔림,9.181320053472009e-06
기타의사업,60세이상,남,충북,500~999인,화재,9.181320053472008e-07
기타의사업,60세이상,남,충북,50~99인,감전,9.181320053472008e-07
기타의사업,60세이상,남,충북,50~99인,깔림.뒤집힘,9.181320053472008e-07
기타의사업,60세이상,남,충북,50~99인,끼임,6.4269240374304055e-06
기타의사업,60세이상,남,충북,50~99인,넘어짐,3.121648818180483e-05
기타의사업,60세이상,남,충북,50~99인,떨어짐,1.193571606951361e-05
기타의사업,60세이상,남,충북,50~99인,물체에맞음,5.5087920320832045e-06
기타의사업,60세이상,남,충북,50~99인,부딪힘,1.0099452058819209e-05
기타의사업,60세이상,남,충북,50~99인,불균형및무리한동작,3.6725280213888033e-06
기타의사업,60세이상,남,충북,50~99인,빠짐익사,9.181320053472008e-07
기타의사업,60세이상,남,충북,50~99인,사업장외교통사고,7.3450560427776065e-06
기타의사업,60세이상,남,충북,50~99인,업무상질병,1.6526376096249613e-05
기타의사업,60세이상,남,충북,50~99인,절단베임찔림,1.3771980080208011e-05
기타의사업,60세이상,남,충북,50~99인,화재,9.181320053472008e-07
기타의사업,60세이상,남,충북,5~9인,깔림.뒤집힘,9.181320053472009e-06
기타의사업,60세이상,남,충북,5~9인,끼임,2.0198904117638417e-05
기타의사업,60세이상,남,충북,5~9인,넘어짐,6.0596712352915256e-05
기타의사업,60세이상,남,충북,5~9인,떨어짐,4.774286427805444e-05
기타의사업,60세이상,남,충북,5~9인,무너짐,9.181320053472008e-07
기타의사업,60세이상,남,충북,5~9인,물체에맞음,1.6526376096249613e-05
기타의사업,60세이상,남,충북,5~9인,부딪힘,1.7444508101596815e-05
기타의사업,60세이상,남,충북,5~9인,불균형및무리한동작,8.263188048124807e-06
기타의사업,60세이상,남,충북,5~9인,사업장외교통사고,1.8362640106944017e-05
기타의사업,60세이상,남,충북,5~9인,업무상질병,2.5707696149721622e-05
기타의사업,60세이상,남,충북,5~9인,이상온도물체접촉,3.6725280213888033e-06
기타의사업,60세이상,남,충북,5~9인,절단베임찔림,2.7543960160416022e-05
기타의사업,60세이상,남,충북,5~9인,폭력행위,1.8362640106944016e-06
기타의사업,60세이상,남,충북,5인 미만,감전,1.8362640106944016e-06
기타의사업,60세이상,남,충북,5인 미만,깔림.뒤집힘,1.6526376096249613e-05
기타의사업,60세이상,남,충북,5인 미만,끼임,3.764341221923523e-05
기타의사업,60세이상,남,충북,5인 미만,넘어짐,0.00015332804489298253
기타의사업,60세이상,남,충북,5인 미만,동물상해,9.181320053472009e-06
기타의사업,60세이상,남,충북,5인 미만,떨어짐,0.0001138483686630529
기타의사업,60세이상,남,충북,5인 미만,물체에맞음,4.0397808235276835e-05
기타의사업,60세이상,남,충북,5인 미만,부딪힘,4.774286427805444e-05
기타의사업,60세이상,남,충북,5인 미만,불균형및무리한동작,2.6625828155068824e-05
기타의사업,60세이상,남,충북,5인 미만,빠짐익사,1.8362640106944016e-06
기타의사업,60세이상,남,충북,5인 미만,사업장외교통사고,2.6625828155068824e-05
기타의사업,60세이상,남,충북,5인 미만,업무상질병,9.732199256680328e-05
기타의사업,60세이상,남,충북,5인 미만,이상온도물체접촉,1.3771980080208011e-05
기타의사업,60세이상,남,충북,5인 미만,절단베임찔림,4.223407224597124e-05
기타의사업,60세이상,남,충북,5인 미만,체육행사,1.8362640106944016e-06
기타의사업,60세이상,남,충북,5인 미만,폭력행위,5.5087920320832045e-06
기타의사업,60세이상,남,충북,5인 미만,폭발파열,9.181320053472008e-07
기타의사업,60세이상,남,충북,5인 미만,화재,9.181320053472008e-07
기타의사업,60세이상,남,충북,5인 미만,화학물질누출접촉,9.181320053472008e-07
기타의사업,60세이상,여,강원,"1,000인 이상",넘어짐,1.8362640106944016e-06
기타의사업,60세이상,여,강원,"1,000인 이상",부딪힘,9.181320053472008e-07
기타의사업,60세이상,여,강원,"1,000인 이상",업무상질병,6.4269240374304055e-06
기타의사업,60세이상,여,강원,"1,000인 이상",절단베임찔림,9.181320053472008e-07
기타의사업,60세이상,여,강원,100~299인,깔림.뒤집힘,3.6725280213888033e-06
기타의사업,60세이상,여,강원,100~299인,끼임,6.4269240374304055e-06
기타의사업,60세이상,여,강원,100~299인,넘어짐,0.00012486595272721932
기타의사업,60세이상,여,강원,100~299인,동물상해,2.7543960160416022e-06
기타의사업,60세이상,여,강원,100~299인,떨어짐,8.263188048124807e-06
기타의사업,60세이상,여,강원,100~299인,물체에맞음,5.5087920320832045e-06
기타의사업,60세이상,여,강원,100~299인,부딪힘,1.193571606951361e-05
기타의사업,60세이상,여,강원,100~299인,불균형및무리한동작,1.193571606951361e-05
기타의사업,60세이상,여,강원,100~299인,사업장외교통사고,9.181320053472009e-06
기타의사업,60세이상,여,강원,100~299인,업무상질병,4.866099628340164e-05
기타의사업,60세이상,여,강원,100~299인,이상온도물체접촉,1.8362640106944016e-06
기타의사업,60세이상,여,강원,100~299인,절단베임찔림,5.5087920320832045e-06
기타의사업,60세이상,여,강원,100~299인,체육행사,9.181320053472008e-07
기타의사업,60세이상,여,강원,10~19인,기타,9.181320053472008e-07
기타의사업,60세이상,여,강원,10~19인,깔림.뒤집힘,3.6725280213888033e-06
기타의사업,60세이상,여,강원,10~19인,끼임,8.263188048124807e-06
기타의사업,60세이상,여,강원,10~19인,넘어짐,0.00019464398513360657
기타의사업,60세이상,여,강원,10~19인,동물상해,1.8362640106944016e-06
기타의사업,60세이상,여,강원,10~19인,떨어짐,1.9280772112291216e-05
기타의사업,60세이상,여,강원,10~19인,무너짐,9.181320053472008e-07
기타의사업,60세이상,여,강원,10~19인,물체에맞음,4.590660026736004e-06
기타의사업,60세이상,여,강원,10~19인,부딪힘,2.5707696149721622e-05
기타의사업,60세이상,여,강원,10~19인,불균형및무리한동작,2.9380224171110426e-05
기타의사업,60세이상,여,강원,10~19인,사업장외교통사고,5.5087920320832045e-06
기타의사업,60세이상,여,강원,10~19인,업무상질병,0.0001285384807486081
기타의사업,60세이상,여,강원,10~19인,이상온도물체접촉,1.6526376096249613e-05
기타의사업,60세이상,여,강원,10~19인,절단베임찔림,1.8362640106944017e-05
기타의사업,60세이상,여,강원,10~19인,체육행사,2.7543960160416022e-06
기타의사업,60세이상,여,강원,10~19인,폭력행위,3.6725280213888033e-06
기타의사업,60세이상,여,강원,10~19인,화재,9.181320053472008e-07
기타의사업,60세이상,여,강원,20~49인,깔림.뒤집힘,2.7543960160416022e-06
기타의사업,60세이상,여,강원,20~49인,끼임,1.2853848074860811e-05
기타의사업,60세이상,여,강원,20~49인,넘어짐,0.00029104784569506265
기타의사업,60세이상,여,강원,20~49인,동물상해,1.8362640106944016e-06
기타의사업,60세이상,여,강원,20~49인,떨어짐,1.7444508101596815e-05
기타의사업,60세이상,여,강원,20~49인,물체에맞음,7.3450560427776065e-06
기타의사업,60세이상,여,강원,20~49인,부딪힘,4.1315940240624033e-05
기타의사업,60세이상,여,강원,20~49인,불균형및무리한동작,3.856154422458243e-05
기타의사업,60세이상,여,강원,20~49인,사업장내교통사고,9.181320053472008e-07
기타의사업,60세이상,여,강원,20~49인,사업장외교통사고,9.181320053472009e-06
기타의사업,60세이상,여,강원,20~49인,업무상질병,0.00015057364887694093
기타의사업,60세이상,여,강원,20~49인,이상온도물체접촉,1.2853848074860811e-05
기타의사업,60세이상,여,강원,20~49인,절단베임찔림,1.9280772112291216e-05
기타의사업,60세이상,여,강원,20~49인,체육행사,1.8362640106944016e-06
기타의사업,60세이상,여,강원,20~49인,폭력행위,5.5087920320832045e-06
기타의사업,60세이상,여,강원,300~499인,깔림.뒤집힘,9.181320053472008e-07
기타의사업,60세이상,여,강원,300~499인,끼임,9.181320053472008e-07
기타의사업,60세이상,여,강원,300~499인,넘어짐,2.478956414437442e-05
기타의사업,60세이상,여,강원,300~499인,동물상해,1.8362640106944016e-06
기타의사업,60세이상,여,강원,300~499인,물체에맞음,9.181320053472008e-07
기타의사업,60세이상,여,강원,300~499인,부딪힘,5.5087920320832045e-06
기타의사업,60세이상,여,강원,300~499인,불균형및무리한동작,5.5087920320832045e-06
기타의사업,60세이상,여,강원,300~499인,사업장외교통사고,3.6725280213888033e-06
기타의사업,60세이상,여,강원,300~499인,업무상질병,1.7444508101596815e-05
기타의사업,60세이상,여,강원,300~499인,절단베임찔림,9.181320053472008e-07
기타의사업,60세이상,여,강원,300~499인,체육행사,3.6725280213888033e-06
기타의사업,60세이상,여,강원,500~999인,깔림.뒤집힘,9.181320053472008e-07
기타의사업,60세이상,여,강원,500~999인,끼임,2.7543960160416022e-06
기타의사업,60세이상,여,강원,500~999인,넘어짐,5.233352430479044e-05
기타의사업,60세이상,여,강원,500~999인,동물상해,9.181320053472008e-07
기타의사업,60세이상,여,강원,500~999인,떨어짐,5.5087920320832045e-06
기타의사업,60세이상,여,강원,500~999인,물체에맞음,1.8362640106944016e-06
기타의사업,60세이상,여,강원,500~999인,부딪힘,6.4269240374304055e-06
기타의사업,60세이상,여,강원,500~999인,불균형및무리한동작,1.1017584064166409e-05
기타의사업,60세이상,여,강원,500~999인,사업장외교통사고,2.7543960160416022e-06
기타의사업,60세이상,여,강원,500~999인,업무상질병,4.498846826201284e-05
기타의사업,60세이상,여,강원,500~999인,절단베임찔림,6.4269240374304055e-06
기타의사업,60세이상,여,강원,500~999인,체육행사,9.181320053472008e-07
기타의사업,60세이상,여,강원,500~999인,화학물질누출접촉,9.181320053472008e-07
기타의사업,60세이상,여,강원,50~99인,깔림.뒤집힘,5.5087920320832045e-06
기타의사업,60세이상,여,강원,50~99인,끼임,1.193571606951361e-05
기타의사업,60세이상,여,강원,50~99인,넘어짐,0.00016434562895714894
기타의사업,60세이상,여,강원,50~99인,동물상해,3.6725280213888033e-06
기타의사업,60세이상,여,강원,50~99인,떨어짐,1.2853848074860811e-05
기타의사업,60세이상,여,강원,50~99인,물체에맞음,8.263188048124807e-06
기타의사업,60세이상,여,강원,50~99인,부딪힘,2.2035168128332818e-05
기타의사업,60세이상,여,강원,50~99인,불균형및무리한동작,3.488901620319363e-05
기타의사업,60세이상,여,강원,50~99인,사업장외교통사고,1.2853848074860811e-05
기타의사업,60세이상,여,강원,50~99인,업무상질병,0.00010833957663096969
기타의사업,60세이상,여,강원,50~99인,이상온도물체접촉,1.0099452058819209e-05
기타의사업,60세이상,여,강원,50~99인,절단베임찔림,7.3450560427776065e-06
기타의사업,60세이상,여,강원,50~99인,체육행사,9.181320053472008e-07
기타의사업,60세이상,여,강원,50~99인,폭력행위,9.181320053472008e-07
기타의사업,60세이상,여,강원,50~99인,화학물질누출접촉,9.181320053472008e-07
기타의사업,60세이상,여,강원,5~9인,깔림.뒤집힘,2.7543960160416022e-06
기타의사업,60세이상,여,강원,5~9인,끼임,1.7444508101596815e-05
기타의사업,60세이상,여,강원,5~9인,넘어짐,0.00018362640106944016
기타의사업,60세이상,여,강원,5~9인,동물상해,9.181320053472008e-07
기타의사업,60세이상,여,강원,5~9인,떨어짐,1.2853848074860811e-05
기타의사업,60세이상,여,강원,5~9인,물체에맞음,7.3450560427776065e-06
기타의사업,60세이상,여,강원,5~9인,부딪힘,2.5707696149721622e-05
기타의사업,60세이상,여,강원,5~9인,불균형및무리한동작,1.9280772112291216e-05
기타의사업,60세이상,여,강원,5~9인,사업장외교통사고,1.3771980080208011e-05
기타의사업,60세이상,여,강원,5~9인,업무상질병,0.00010283078459888649
기타의사업,60세이상,여,강원,5~9인,이상온도물체접촉,1.9280772112291216e-05
기타의사업,60세이상,여,강원,5~9인,절단베임찔림,1.8362640106944017e-05
기타의사업,60세이상,여,강원,5~9인,폭력행위,3.6725280213888033e-06
기타의사업,60세이상,여,강원,5인 미만,깔림.뒤집힘,3.6725280213888033e-06
기타의사업,60세이상,여,강원,5인 미만,끼임,3.305275219249923e-05
기타의사업,60세이상,여,강원,5인 미만,넘어짐,0.00037643412219235235
기타의사업,60세이상,여,강원,5인 미만,동물상해,3.6725280213888033e-06
기타의사업,60세이상,여,강원,5인 미만,떨어짐,3.6725280213888034e-05
기타의사업,60세이상,여,강원,5인 미만,물체에맞음,1.7444508101596815e-05
기타의사업,60세이상,여,강원,5인 미만,부딪힘,4.223407224597124e-05
기타의사업,60세이상,여,강원,5인 미만,불균형및무리한동작,2.5707696149721622e-05
기타의사업,60세이상,여,강원,5인 미만,사업장외교통사고,3.6725280213888033e-06
기타의사업,60세이상,여,강원,5인 미만,업무상질병,0.0001138483686630529
기타의사업,60세이상,여,강원,5인 미만,이상온도물체접촉,3.488901620319363e-05
기타의사업,60세이상,여,강원,5인 미만,절단베임찔림,3.6725280213888034e-05
기타의사업,60세이상,여,강원,5인 미만,폭력행위,2.7543960160416022e-06
기타의사업,60세이상,여,강원,5인 미만,화재,9.181320053472008e-07
기타의사업,60세이상,여,강원,5인 미만,화학물질누출접촉,1.8362640106944016e-06
기타의사업,60세이상,여,경기,"1,000인 이상",깔림.뒤집힘,1.8362640106944016e-06
기타의사업,60세이상,여,경기,"1,000인 이상",끼임,9.181320053472008e-07
기타의사업,60세이상,여,경기,"1,000인 이상",넘어짐,4.498846826201284e-05
기타의사업,60세이상,여,경기,"1,000인 이상",동물상해,2.7543960160416022e-06
기타의사업,60세이상,여,경기,"1,000인 이상",떨어짐,1.8362640106944016e-06
기타의사업,60세이상,여,경기,"1,000인 이상",물체에맞음,1.8362640106944016e-06
기타의사업,60세이상,여,경기,"1,000인 이상",부딪힘,4.590660026736004e-06
기타의사업,60세이상,여,경기,"1,000인 이상",불균형및무리한동작,5.5087920320832045e-06
기타의사업,60세이상,여,경기,"1,000인 이상",업무상질병,2.7543960160416022e-06
기타의사업,60세이상,여,경기,"1,000인 이상",절단베임찔림,2.7543960160416022e-06
기타의사업,60세이상,여,경기,100~299인,기타,9.181320053472008e-07
기타의사업,60세이상,여,경기,100~299인,깔림.뒤집힘,1.3771980080208011e-05
기타의사업,60세이상,여,경기,100~299인,끼임,2.6625828155068824e-05
기타의사업,60세이상,여,경기,100~299인,넘어짐,0.0005692418433152645
기타의사업,60세이상,여,경기,100~299인,동물상해,9.181320053472008e-07
기타의사업,60세이상,여,경기,100~299인,떨어짐,3.488901620319363e-05
기타의사업,60세이상,여,경기,100~299인,무너짐,1.8362640106944016e-06
기타의사업,60세이상,여,경기,100~299인,물체에맞음,2.6625828155068824e-05
기타의사업,60세이상,여,경기,100~299인,부딪힘,8.997693652402568e-05
기타의사업,60세이상,여,경기,100~299인,불균형및무리한동작,6.243297636360966e-05
기타의사업,60세이상,여,경기,100~299인,사업장외교통사고,1.2853848074860811e-05
기타의사업,60세이상,여,경기,100~299인,업무상질병,0.0001175208966844417
기타의사업,60세이상,여,경기,100~299인,이상온도물체접촉,3.488901620319363e-05
기타의사업,60세이상,여,경기,100~299인,절단베임찔림,1.9280772112291216e-05
기타의사업,60세이상,여,경기,100~299인,체육행사,1.8362640106944016e-06
기타의사업,60세이상,여,경기,100~299인,폭력행위,2.0198904117638417e-05
기타의사업,60세이상,여,경기,10~19인,감전,1.8362640106944016e-06
기타의사업,60세이상,여,경기,10~19인,기타,1.8362640106944016e-06
기타의사업,60세이상,여,경기,10~19인,깔림.뒤집힘,2.387143213902722e-05
기타의사업,60세이상,여,경기,10~19인,끼임,0.0001074214446256225
기타의사업,60세이상,여,경기,10~19인,넘어짐,0.0017940299384484304
기타의사업,60세이상,여,경기,10~19인,동물상해,2.7543960160416022e-06
기타의사업,60세이상,여,경기,10~19인,떨어짐,9.181320053472008e-05
기타의사업,60세이상,여,경기,10~19인,무너짐,9.181320053472008e-07
기타의사업,60세이상,여,경기,10~19인,물체에맞음,5.5087920320832045e-05
기타의사업,60세이상,여,경기,10~19인,부딪힘,0.0001322110087699969
기타의사업,60세이상,여,경기,10~19인,불균형및무리한동작,0.00017077255299457935
기타의사업,60세이상,여,경기,10~19인,사업장외교통사고,1.2853848074860811e-05
기타의사업,60세이상,여,경기,10~19인,업무상질병,0.0002359599253742306
기타의사업,60세이상,여,경기,10~19인,이상온도물체접촉,0.0001340472727806913
기타의사업,60세이상,여,경기,10~19인,절단베임찔림,8.722254050798407e-05
기타의사업,60세이상,여,경기,10~19인,체육행사,6.4269240374304055e-06
기타의사업,60세이상,여,경기,10~19인,폭력행위,3.6725280213888034e-05
기타의사업,60세이상,여,경기,10~19인,화재,9.181320053472008e-07
기타의사업,60세이상,여,경기,10~19인,화학물질누출접촉,3.6725280213888033e-06
기타의사업,60세이상,여,경기,20~49인,감전,2.7543960160416022e-06
기타의사업,60세이상,여,경기,20~49인,기타,9.181320053472008e-07
기타의사업,60세이상,여,경기,20~49인,깔림.뒤집힘,3.121648818180483e-05
기타의사업,60세이상,여,경기,20~49인,끼임,9.273133254006728e-05
기타의사업,60세이상,여,경기,20~49인,넘어짐,0.0018215738986088463
기타의사업,60세이상,여,경기,20~49인,동물상해,1.3771980080208011e-05
기타의사업,60세이상,여,경기,20~49인,떨어짐,9.456759655076169e-05
기타의사업,60세이상,여,경기,20~49인,무너짐,1.8362640106944016e-06
기타의사업,60세이상,여,경기,20~49인,물체에맞음,7.253242842242886e-05
기타의사업,60세이상,여,경기,20~49인,부딪힘,0.00020474343719242578
기타의사업,60세이상,여,경기,20~49인,불균형및무리한동작,0.0002543225654811746
기타의사업,60세이상,여,경기,20~49인,사업장외교통사고,3.764341221923523e-05
기타의사업,60세이상,여,경기,20~49인,업무상질병,0.00038377917823512994
기타의사업,60세이상,여,경기,20~49인,이상온도물체접촉,0.0001340472727806913
기타의사업,60세이상,여,경기,20~49인,절단베임찔림,8.814067251333127e-05
기타의사업,60세이상,여,경기,20~49인,체육행사,1.4690112085555213e-05
기타의사업,60세이상,여,경기,20~49인,폭력행위,6.151484435826245e-05
기타의사업,60세이상,여,경기,20~49인,화재,1.8362640106944016e-06
기타의사업,60세이상,여,경기,20~49인,화학물질누출접촉,2.7543960160416022e-06
기타의사업,60세이상,여,경기,300~499인,깔림.뒤집힘,1.8362640106944016e-06
기타의사업,60세이상,여,경기,300~499인,끼임,4.590660026736004e-06
기타의사업,60세이상,여,경기,300~499인,넘어짐,8.905880451867848e-05
기타의사업,60세이상,여,경기,300~499인,떨어짐,3.6725280213888033e-06
기타의사업,60세이상,여,경기,300~499인,물체에맞음,6.4269240374304055e-06
기타의사업,60세이상,여,경기,300~499인,부딪힘,2.0198904117638417e-05
기타의사업,60세이상,여,경기,300~499인,불균형및무리한동작,1.193571606951361e-05
기타의사업,60세이상,여,경기,300~499인,사업장외교통사고,1.8362640106944016e-06
기타의사업,60세이상,여,경기,300~499인,업무상질병,2.5707696149721622e-05
기타의사업,60세이상,여,경기,300~499인,이상온도물체접촉,2.7543960160416022e-06
기타의사업,60세이상,여,경기,300~499인,절단베임찔림,5.5087920320832045e-06
기타의사업,60세이상,여,경기,300~499인,체육행사,9.181320053472008e-07
기타의사업,60세이상,여,경기,300~499인,폭력행위,5.5087920320832045e-06
기타의사업,60세이상,여,경기,500~999인,깔림.뒤집힘,1.8362640106944016e-06
기타의사업,60세이상,여,경기,500~999인,끼임,1.8362640106944016e-06
기타의사업,60세이상,여,경기,500~999인,넘어짐,5.325165631013765e-05
기타의사업,60세이상,여,경기,500~999인,동물상해,9.181320053472008e-07
기타의사업,60세이상,여,경기,500~999인,떨어짐,3.6725280213888033e-06
기타의사업,60세이상,여,경기,500~999인,물체에맞음,9.181320053472008e-07
기타의사업,60세이상,여,경기,500~999인,부딪힘,9.181320053472009e-06
기타의사업,60세이상,여,경기,500~999인,불균형및무리한동작,3.6725280213888033e-06
기타의사업,60세이상,여,경기,500~999인,사업장외교통사고,2.7543960160416022e-06
기타의사업,60세이상,여,경기,500~999인,업무상질병,1.9280772112291216e-05
기타의사업,60세이상,여,경기,500~999인,이상온도물체접촉,2.7543960160416022e-06
기타의사업,60세이상,여,경기,500~999인,절단베임찔림,1.8362640106944016e-06
기타의사업,60세이상,여,경기,500~999인,폭력행위,1.8362640106944016e-06
기타의사업,60세이상,여,경기,50~99인,깔림.뒤집힘,1.193571606951361e-05
기타의사업,60세이상,여,경기,50~99인,끼임,5.4169788315484846e-05
기타의사업,60세이상,여,경기,50~99인,넘어짐,0.000841008916898036
기타의사업,60세이상,여,경기,50~99인,동물상해,3.6725280213888033e-06
기타의사업,60세이상,여,경기,50~99인,떨어짐,5.325165631013765e-05
기타의사업,60세이상,여,경기,50~99인,물체에맞음,2.387143213902722e-05
기타의사업,60세이상,여,경기,50~99인,부딪힘,0.0001193571606951361
기타의사업,60세이상,여,경기,50~99인,불균형및무리한동작,0.0001202752927004833
기타의사업,60세이상,여,경기,50~99인,사업장외교통사고,8.263188048124807e-06
기타의사업,60세이상,여,경기,50~99인,업무상질병,0.00015332804489298253
기타의사업,60세이상,여,경기,50~99인,이상온도물체접촉,4.866099628340164e-05
기타의사업,60세이상,여,경기,50~99인,절단베임찔림,4.866099628340164e-05
기타의사업,60세이상,여,경기,50~99인,체육행사,1.4690112085555213e-05
기타의사업,60세이상,여,경기,50~99인,폭력행위,3.397088419784643e-05
기타의사업,60세이상,여,경기,5~9인,감전,1.8362640106944016e-06
기타의사업,60세이상,여,경기,5~9인,깔림.뒤집힘,3.0298356176457628e-05
기타의사업,60세이상,여,경기,5~9인,끼임,0.0001110939726470113
기타의사업,60세이상,여,경기,5~9인,넘어짐,0.0018922700630205809
기타의사업,60세이상,여,경기,5~9인,동물상해,3.6725280213888033e-06
기타의사업,60세이상,여,경기,5~9인,떨어짐,7.436869243312327e-05
기타의사업,60세이상,여,경기,5~9인,무너짐,9.181320053472008e-07
기타의사업,60세이상,여,경기,5~9인,물체에맞음,5.4169788315484846e-05
기타의사업,60세이상,여,경기,5~9인,부딪힘,0.00010099452058819209
기타의사업,60세이상,여,경기,5~9인,불균형및무리한동작,0.0001230296887165249
기타의사업,60세이상,여,경기,5~9인,사업장외교통사고,1.4690112085555213e-05
기타의사업,60세이상,여,경기,5~9인,업무상질병,0.00016893628898388495
기타의사업,60세이상,여,경기,5~9인,이상온도물체접촉,0.00018087200505339856
기타의사업,60세이상,여,경기,5~9인,절단베임찔림,0.00012119342470583051
기타의사업,60세이상,여,경기,5~9인,체육행사,7.3450560427776065e-06
기타의사업,60세이상,여,경기,5~9인,폭력행위,1.9280772112291216e-05
기타의사업,60세이상,여,경기,5~9인,폭발파열,9.181320053472008e-07
기타의사업,60세이상,여,경기,5~9인,화재,1.8362640106944016e-06
기타의사업,60세이상,여,경기,5~9인,화학물질누출접촉,1.8362640106944016e-06
기타의사업,60세이상,여,경기,5인 미만,감전,3.6725280213888033e-06
기타의사업,60세이상,여,경기,5인 미만,기타,9.181320053472008e-07
기타의사업,60세이상,여,경기,5인 미만,깔림.뒤집힘,3.0298356176457628e-05
기타의사업,60세이상,여,경기,5인 미만,끼임,0.00019831651315499536
기타의사업,60세이상,여,경기,5인 미만,넘어짐,0.0027553141480469497
기타의사업,60세이상,여,경기,5인 미만,동물상해,6.4269240374304055e-06
기타의사업,60세이상,여,경기,5인 미만,떨어짐,0.00017077255299457935
기타의사업,60세이상,여,경기,5인 미만,무너짐,4.590660026736004e-06
기타의사업,60세이상,여,경기,5인 미만,물체에맞음,0.00012762034874326091
기타의사업,60세이상,여,경기,5인 미만,부딪힘,0.00019464398513360657
기타의사업,60세이상,여,경기,5인 미만,불균형및무리한동작,0.00019831651315499536
기타의사업,60세이상,여,경기,5인 미만,빠짐익사,9.181320053472008e-07
